影院名称,影院专资,所属城市
万达影城（鄱阳汇金天虹店）,43019711,长沙
银兴国际影城（高兴里HEYLED店）,46025601,海口
美好时光电影院（讷河店）,23022101,齐齐哈尔
星梦轻奢影城（全沙发荣盛店）,13076501,沧州
信业时代影城（长阳路大润发店）,31091201,上海
横店电影城（IMAX健康港店）,44003431,广州
百老汇影城（来又来店LED Cinema）,44003451,广州
汇影时代国际影城（隆悦城店）,12141041,天津
天津市西青区中影大吉利精品影城（杨柳青店）,12115731,天津
万达影城（北仑富邦世纪广场杜比全景声巨幕店）,33048811,宁波
中影阳光影城,21011791,沈阳
星河国际影城（原嘉禾影城）,36071701,赣州
幸福影城,65281051,巴音郭楞蒙古自治州
时代影城东方亿象城店,61011931,西安
横店电影城（彭州店）,51013961,成都
横店电影城（天福广场店）,41054601,安阳
木槿校园影院（徐汇交大店）,31074501,上海
上影国际影城（普陀绿地缤纷城店）,31052201,上海
中影欢乐影城,44001391,广州
中影佰纳影城DMAX（广垦·天河1号店）,44003441,广州
中影中逸影城龙城店,42018141,武汉
芳正影城（芳正广场激光巨幕店）,33010051,杭州
中影灯塔影城（王府井奥莱店）,53010231,昆明
星博国际影城（全DTS音效友谊北路店）,12035211,天津
中影万国国际影城(石岩主场店),44035031,深圳
中影数字影城乐丁店,41017001,郑州
奥斯卡星影院紫荆山店,41012261,郑州
时代华纳影城（大旺城店）,61011921,西安
金棕榈影城（联邦空中花园店）,13011531,石家庄
广尚国际影城天通商城店,13011551,石家庄
佛山天美影城,44132511,佛山
嘉莱激光影城（万风新天地西4楼）,33051041,绍兴
成影新明电影院（CINITY LED店）,51013951,成都
英皇电影城（IFS国金中心IMAX激光店）,51013971,成都
中影嘉利影城（长风街和信摩尔店）,14015311,太原
枫叶国际影城(激光巨幕&杜比全景声店),14015331,太原
开元国际影城,13057701,唐山
中影激光影城（世纪广场店）,44102111,东莞
幸福蓝海国际影城（唐闸古镇店）,32109761,南通
SFC上影台运影城,33065071,台州
西建巨幕影城,61034301,宝鸡
宝鸡中影数字国际影城（巨一时代广场店）,61034401,宝鸡
宿州红巴士汽车影院,34094101,宿州
上影国际影城（仙游三凌广场店）,35044971,莆田
武威嘉恒国际影城,62100401,武威
华星国际影城,44052301,韶关
奥斯卡东湖影城,44143701,阳江
荣盛百纳影城（荣盛广场店）  ,44154021,湛江
横店电影城（招商花园城店）,44154011,湛江
肇庆恒星影院（端州恒裕城店）,44173801,肇庆
中心影城,45030671,桂林
上影塔山影城,52042401,安顺
飞驰国际影城（彩虹天桥店）,46025701,海口
盛玖国际影城,13061801,廊坊
定州铭阳4D影城,13021221,保定
雄县大麦国际影城,13021231,保定
时代凤凰巨幕影城（城市广场店）,13076301,沧州
麦田影院(原承德大地影院）,13044201,承德
洺州大剧院影城,13109801,邯郸
邯郸华录影城,13106601,邯郸
时代影城邯郸店（原赵都新城大地影院）,13101011,邯郸
中影东方影城（东方红广场店）,41084201,焦作
明港奥斯卡激光影城,41154601,信阳
中影凤凰影城,41103001,许昌
栾川县君山电影城（原奥斯卡）,41032401,洛阳
栾川中影凤凰影城,41037001,洛阳
舞钢市潇湘影城,41044701,平顶山
缘虹影城激光全躺厅（群力店）,23010011,哈尔滨
尚映影城（洪湖购物公园店）,42036001,荆州
洪湖天幕国际影城,42034901,荆州
星睿国际影城（原星鑫国际影城）,43019811,长沙
电影先森珠江星环VLED店,43019911,长沙
金时影城,43011121,长沙
中影万上巨幕影城,43046201,衡阳
恒美巨幕影城,43033501,湘潭
潇湘杉山影城,43033401,湘潭
大地·锦鼎影城,22043801,长春
万峰聚鑫影城,22111031,长春
幸福蓝海影城滨江店,32136981,泰州
涟水百悦光影巨幕影城,32094831,淮安
中影东方影城（灌云九龙港店）,32113691,连云港
萍乡华夏国际影城（洪城大厦店）,36031911,萍乡
银兴国际影城（南昌武商CINITY LED杜比全景声巨幕影城）,36019921,南昌
蓝海·影城（蓝海Dolby巨幕店）,36019911,南昌
智新国际影城（龙水金帝店）,21030041,鞍山
银川博洋巨幕影院,64012341,银川
星灿电影城,63010801,西宁
泰安兴晟影城,37097241,泰安
山文星辉影城（济南逸家广场店）,37011621,济南
聊城九州影城,37157211,聊城
万影象影城（振华店）,37157201,聊城
运城拾光影城（原沃尔玛大地影院）,14085341,运城
洋县时代激光影城（全真皮沙发座椅）,61073601,汉中
盛世影城,61053801,渭南
文投国际影城（渭南店）,61053901,渭南
太平洋巨幕影城,51197841,巴中
EVO艺威影院（什邡万象城店）,51068991,德阳
太平洋影城上马故事店,51079921,绵阳
太平洋影城（江油城市之心店）,51079911,绵阳
戎盛影城（珙县巡场店）,51159971,宜宾
乌鲁木齐文化中心影城,65010571,乌鲁木齐
江泰嘉映影城,33082911,丽水
华夏国际影城（温州瓯海奥体店）,33071291,温州
苍南中心湖影城（希尔顿店）,33072121,温州
金棕榈影城（诚信商厦东区店）,13084101,衡水
大地院线国际影城（大世界店）,23048121,鹤岗
银兴综艺影城云梦店,42073901,孝感
中影国际影城(CL全景包头茂业店）,15025041,包头
中阳儒城影院,14115351,吕梁
盛闻大地影城（双鸭山大润发店）,23059981,双鸭山
皓月国际影城,64031411,吴忠
万朵影城（袁花店）,33039801,嘉兴
阳光星芸影城（湖经全VIP沙发巨幕店）,42018131,武汉
通州湾优创国际影城（南都新城店）,32109721,南通
横店院线加盟店（忠州电影城）,50330041,重庆
幸福蓝海影城（钱桥店）,32039761,无锡
万达影城（闻喜涑水小镇店）,14085281,运城
星球影院,42094201,十堰
万达影城（兰州京都之星店）,62017501,兰州
蓝羿国际影城（柳巷潮流汇店）,14015201,太原
健晟星河影城,22025101,吉林
森美壹号国际影城（滦南店）,13055201,唐山
自由人影城（北京王府井奥莱UP TOWN店）,11141481,北京
独山华夏国际影城,52273801,黔南布依族苗族自治州
上影国际影城UVC（罗宾森店）,31181701,上海
万达影城（辉南颐合城市广场店）,22052301,通化
保利万和影城采育店,11152711,北京
喜悦影城（人和店）,44003471,广州
幸福蓝海影城（滨河街区原耳东影城）,32019961,南京
北京万达影城（望京激光巨幕店）,11052721,北京
万达影城（番禺万民城店）,44003321,广州
金棕榈影城（那约文华广场店）,13021251,保定
万达影城(CINITY瑞安银泰城店),33072151,温州
万达影城（三亚崖州招商花园里店）,46034001,三亚
万达影城（潞城店）,14045361,长治
万达影城（渭南韩城爱琴海店）,61054001,渭南
中影南方国际影城（爱琴海店）,53281601,西双版纳傣族自治州
上影国际影城（江湾杜比巨幕店）,31062601,上海
上影国际影城（南翔五彩城店）,31183301,上海
映画影院,31196401,上海
中影欢乐影城马驹桥合生店,11122731,北京
奋逗影剧院,11052751,北京
横店电影城（横影巨幕S-PLUS南沙星河COCOPark店）,44003461,广州
佰伽影城（新塘店）,44002351,广州
百瑞景激光巨幕影城,42018151,武汉
同学巨幕影城,42018161,武汉
宝坻天赋源国际影城,12154011,天津
中影UE国际影城（融创中心店）,12045411,天津
一佳影城（碧海湾店）,44010181,深圳
保利万和4D激光影城（世贸中心店）,44010161,深圳
一佳影城（风格店）,44010191,深圳
中影南方巨幕影城（平湖店）,44010171,深圳
完美RGB全激光影城（泰山大道店）,50120661,重庆
万银国际影城（头等舱沙发店）,50070361,重庆
中影百花影城（中原商贸城店）,41012271,郑州
文投国际影城（长安方圆荟激光巨幕杜比全景声店）,61011941,西安
时代华纳影城（昆明路店）,61011951,西安
长安国际影城（小寨HeyLED店）,61011961,西安
青岛西海岸电影城（碧乐汇宋蕾博物馆店）,37027691,青岛
金棕榈国际影城北国井陉店,13011541,石家庄
幸福蓝海国际影城（铁心桥巨幕店）,32019941,南京
成影国际影城（合生广场店）,51013991,成都
万象影城（沈阳三台子万象汇杜比巨幕店）,21011801,沈阳
羲悦城奥斯卡激光影城,41165901,周口
扶沟悦达奥斯卡影城,41166001,周口
邳州上影国际影城（宝龙店）,32076461,徐州
邳州国际丽星影城（宏大B区店）,32076471,徐州
至潮影城（万象九宜城店）,35014961,福州
福清天壹电影院,35014971,福州
合美影城（东泰店）,44102121,东莞
幸福蓝海影城（大公店）,32109731,南通
金华曹宅乐喜影城,33091411,金华
横店影城(余姚宝龙店),33048911,宁波
上影国际影城（江阴海岸城店）,32039241,无锡
幸福蓝海电影世界（锡东润发店）,32038711,无锡
中影博东影城,44088401,惠州
时代星空影城(青悦城店),33065091,台州
温岭魔森影城（锦江百货店）,33065081,台州
横店电影城（万达广场店）,61034501,宝鸡
中影嘉莱影城（北斗星城店）,34071301,铜陵
大地影城（淮上金鹏广场店）,34034001,蚌埠
大地激光影城（全椒奥康商业街店）,34069101,滁州
中影嘉莱影城（岗集店）,34010611,合肥
博纳院线影城长丰店,34010511,合肥
合肥中影凯莱影城,34010711,合肥
越众三奇星影城,34010811,合肥
祁红时代影城,34172701,黄山
芜湖中景南方三山影城（三山保定店）,34026301,芜湖
中影东方国际影城（缤纷环球城店）,34142701,宣城
中影嘉莱影城（六安商之都店）,34133901,六安
六安浙东国际影城（大市场店）,34133801,六安
横店电影城（安徽六安店）,34134001,六安
太平洋影城成县店,62051101,陇南
金逸影城（汕尾熙龙湾店）,44202021,汕尾
幸福里影院（恩平锦江国际广场）,44126801,江门
中山市中影南方兴华影城（东凤店）,44119801,中山
布山国际数字影城,45100171,贵港
湘江明珠巨幕影城(全州店),45030661,桂林
红街巨幕影城,45030271,桂林
SKY天空影城（南宁金源城商业广场店）,45011111,南宁
亿佳时代影城,45040301,梧州
喜柚影城（爱琴海店）,52023201,六盘水
同人影城（明珠店）,46033901,三亚
涿州金棕榈国际影城京通奥莱店,13021241,保定
金棕榈影城（巨力新城店）,13021261,保定
金棕榈影城（留村店）,13021211,保定
新河金东座影城,13096201,邢台
威县世纪影城,13096101,邢台
中原影城,41145801,商丘
夏邑大地巨幕影城（力达广场店）,41146001,商丘
万悦影城（泌阳店）,41176901,驻马店
伊川上影巨幕（轻奢沙发影城）,41037011,洛阳
新野好莱坞国际影城,41136801,南阳
保利万和影城（新玛特店）,23102230,牡丹江
盛视影城（牡丹江波斯特店）,23102221,牡丹江
银星电影城,43086001,常德
飞驰影城（西中心巨幕店）,43011131,长沙
中影四海影城（一师范南门店）,43011141,长沙
芒果影城（溪悦荟店）,43011151,长沙
郴州金大国际影城（原恒大影城）,43105101,郴州
常宁巨幕影城,43046301,衡阳
娄底中影传奇影城,43093201,娄底
龙山世嘉影城,43133301,湘西土家族苗族自治州
爱沫头等舱影院（东茅岭弘明印象）,43064601,岳阳
九台华影国际影城,22111051,长春
十二坊影城,22111061,长春
辽源万达影城（欧亚店）,22071001,辽源
中影东方影城（苏映黄桥店）,32136991,泰州
泗阳县李口镇幸福蓝海影城,32123381,宿迁
镇江上影国际影城（红豆店）,32055921,镇江
时代山海巨幕影城（东海杜比全景声激光店）,32113711,连云港
星河影城（恒大名都店）,36079921,赣州
时代影城(鹿港星城店),36019931,南昌
抚州华夏国际影城（临川店）,36102821,抚州
东影时代影城（东乡店）,36102831,抚州
金逸巨幕影城(泰和店),36088341,吉安
鞍山保利影城,21030031,鞍山
弘源影城,21021003,大连
科尔沁红色影城,15053261,通辽
伊旗工人文化宫影院,15033261,鄂尔多斯
国联凯诺影院,15033221,鄂尔多斯
金棕榈国际影城（伊旗漫乐城店）,15063251,鄂尔多斯
亿宸国际影城,15013241,呼和浩特
幕帏龙马国际影城,64012351,银川
唐潮影城（振华商厦店）,37011641,济南
横店电影城（济宁星城广场火炬路店）,37087561,济宁
济宁嘉美影城（建设路店）,37087571,济宁
乐达影城（济宁银座店）,37087580,济宁
幸福蓝海躺椅影城（和谐广场店）,37137291,临沂
新星国际影城（新时代广场店）,37047281,枣庄
唐庄影城（唐庄酒店世纪路店四楼）,37037891,淄博
中影时光国际影城,61095001,榆林
横店电影城（遂宁店）,51099871,遂宁
太平洋影城（蓬溪巨幕ATMOS店）,51099881,遂宁
蓬溪中影荣浩影城,51099891,遂宁
中影东方影城（人民公园店）,51020191,绵阳
EVO艺威影院（宜宾印象汇沃尔玛店）,51159981,宜宾
星维国际电影城（左岸上城店）,51039821,自贡
四川省泸州市中影高新巨幕影城,51056851,泸州
奥斯卡国际影城王家梁店(巨幕全景声4K激光),65010581,乌鲁木齐
佰悦国际影城（中山街店）,33084001,丽水
金逸大家影城,33084011,丽水
华沐影城（黄龙店）,33072111,温州
平阳时代影城,33072131,温州
象塑全激光影城中国巨幕店(原中影全激光影城),33072141,温州
保亭县中影南方影城,46170301,琼海
华亭华美巨幕影城（上美广场店）,62061401,平凉
文化艺术中心影城,36068331,鹰潭
岚图汽车影城,36068341,鹰潭
中影激光巨幕影城（激光巨幕+芝华士座椅）,36068351,鹰潭
澜创嘉逸影城（北七家店）,11142671,北京
河间市澳林中影巨幕影城,13076601,沧州
保利影城杜比全景声巨幕（宁津利客来店）,37147331,德州
星驰未来影城（太仓璜泾店）,32026711,苏州
万达影城（阿克苏金兰广场店）,65290121,阿克苏地区
五星国际影城,65901021,石河子
上影国际影城（彩云湖万科里店）,50070351,重庆
华夏巨幕影城麦德龙店（原万达影城麦德龙店）,37137281,临沂
万达影城（奥园广场XLAND店）,50070181,重庆
时代巨幕影城（华富广场店）,34152901,亳州
星瑞影城·杜比激光（御珠广场店）,44050901,北海
万达影城（海东唐道618店）,63020101,海东
华夏国际影城（谷德广场CINITY店）,37077420,潍坊
万象影城（北京凤凰汇店）,11052701,北京
中影天艺影城（湛江印象汇店）,44154031,湛江
保利万和国际影城,52223301,铜仁
森美国际影城,31138201,上海
灵寿美华国际影城（医专店）,13011066,石家庄
紫荆Namos巨幕影城（珠江路地铁站店）,51013981,成都
沈阳中懿电影城,21011811,沈阳
星海国际影城,13035001,张家口
平昌鑫龙激光影城（响滩店）,51197851,巴中
德阳中影未来影城希望城店,51069001,德阳
星海珄珖影城（樟木头天一城店）,44102601,东莞
万达影城（合肥弘盛广场店）,34010911,合肥
中国电影资料馆艺术影院（百子湾店）,11,北京
泰禾巨幕影城（江宁大学城店）,32019971,南京
曲周县金港国际影城,13066401,邯郸
靖江文化中心保利万和国际影城,32137001,泰州
阳羽格影城·福田店（原嘉年华影院）,33051051,绍兴
幸福蓝海影城泺源大街店,37011651,济南
中影时光国际影城（当代商城四楼全VIP沙发座椅）,11072741,北京
中视嘉亮影城（欣阳广场店）,50060321,重庆
合成影城（花都狮岭店）,44003481,广州
沅江小城影院,43073601,益阳
桑干河·文旅国际影城,14065321,朔州
云际影城,21120231,铁岭
天河星空影院（孟溪店）,52223201,铜仁
万达影城（那曲盟珠商业中心店）,54240101,那曲
横店·雲川影院,14015171,太原
横店电影城河西发达广场店,15102821,呼伦贝尔
中影国际星沅影城,43133201,湘西土家族苗族自治州
幸福蓝海影城（江阴朝阳路杜比全景声店）,32039781,无锡
常州幸福蓝海横林影城,32047481,常州
幸福蓝海国际影城（凤凰荟店）,32094841,淮安
SFC上影影城（和谐店）,53010091,昆明
东方奥斯卡影城,37187131,聊城
奥斯卡国际影城,65900102,石河子
林彤巨幕影城宣化店（原宣化万达影城悦橙欢乐世界店）,13034401,张家口
嘉俊太平洋影城,54016451,拉萨
新世纪昊影影城（城前店）,37077371,济宁
百大影城（齐齐哈尔百货大楼店）,23029991,齐齐哈尔
文亿影城（应山府店）,42151701,随州
金棕榈国际影城高邑店,13011561,石家庄
寰宇国际影城 MAX 巨幕（佛山狮山店）,44131791,佛山
潇湘国际影城蓉园店,43019111,长沙
金地时代电影城,22052401,通化
梦幻影院,53071201,丽江
中阳中影国际影院,14112301,吕梁
传奇国际影城,33113401,衢州
阳山影剧院,44180902,清远
华夏影城（太原时光新天地店）,14015371,太原
盛世影城,13033101,张家口
籍中影城（友谊桥地铁4号口王府井免费停车3H）,32109581,南通
琅月里蓝海影城（刘桥店）,32109741,南通
亿家人激光影城,13043601,承德
内丘金颐影城,13090801,邢台
好多福影院,53063001,昭通
万达影城（巴南万达广场IMAX店）,50130251,重庆
大同波波莉影城,14025381,大同
中北影城（安丘利客来店）,37077411,潍坊
横店院线跃尚影城（珞璜店）,50160201,重庆
中影东方影城(苏映玄武店),32019951,南京
才知巨幕影城,42036101,荆州
宜昌科谷国际影城,42054901,宜昌
星繁电影院,15051621,赤峰
宁波影都(大港店),33048921,宁波
中影大吉利影城IMAX（于家堡店）,12080661,天津
翠屏山影院,13011571,石家庄
中保时代影城汤溪店,33091421,金华
中影星空国际影城（CINITY 4K 120帧）,61095101,榆林
CineMaple红叶影城（咸阳奥特莱斯店）,61011971,咸阳
华录国际影城（沙湾店）,65422311,塔城
蓝羿国际影城（吉源广场杜比全景声巨幕店）,61011981,西安
金盛国际影城（新都汇店）,44143501,阳江
中影美时影城（吾悦广场店）,36088351,吉安
南充悦影电影城,51090031,南充
青海省茫崖星辰数字影院,63050111,海西蒙古族藏族自治州
鑫胡杨影城,65312411,喀什地区
银川时代影城（枫林湾小镇店）,64012361,银川
光影嘉年电影公园·电影院,65312511,喀什
连南数字影院,44180802,清远
大和金影院,53031201,曲靖
寰映影城（北京超极合生汇激光IMAX+CINITY店）,11142761,北京
浦沿时代影城（原汉鼎宇佑）,33018331,杭州
泰顺先锋国际影城,33074501,温州
吉影国际影城,22043701,长春
寰映影城（西安荟聚激光IMAX店）,61011991,西安
联娱影城东安天街店,51015641,成都
万象影城（沈阳万象城店）,21011821,沈阳
水东湾巨幕影城（电白旦场店）,44164901,茂名
大庆摩码影城（芝华士太空舱座椅）,23069961,大庆
金禄影院（芳草地店）,37011661,济南
新视界影城（碌曲店）,62080401,甘南
中影雷霆影城（都匀店）,52270201,黔南布依族苗族自治州
宏大影城(正阳大街店),23080201,伊春
乐奇巨幕影城（柯木塱店）,44003491,广州
敏捷影城,44003511,广州
万达影城（晋中大学城店）,14075391,晋中
竹山县桃花源电影院,42094301,十堰
泾阳万达影城,61044301,咸阳
SFC上影国际影城(新虹店),31115201,上海
上海万幕影城（香港名都店）,31015501,上海
星博国际影城（气象台路电影博物馆全沙发座店）,12035231,天津
江南影城,44012961,深圳
华夏巨幕影城（北碚店）,50090151,重庆
至潮影城（青口商业广场店）,35014981,福州
星际影城,44053701,韶关
沃美影城雄安奥特莱斯店,13021271,保定
中影杜比全景声巨幕影城（荆门白云广场店）,42042701,荆门
萍乡传媒影城,36031921,萍乡
华亿影城（济南长清大学城店）,37011691,济南
保利万和国际影城（红场1952巨幕店）,37011671,济南
西戏影院,33018891,杭州
人民剧场（海峡影城）,35010102,福州
嘉瑞万隆影城（北园国贸店）,37011631,济南
华夏尚京影院,13066301,廊坊
扬州海润巨幕影城（昌建广场店）,32064911,扬州
嘉兆文投影城(东城店),44101391,东莞
保利万和长阳京投港影城,11112771,北京
中影星橙激光影城,11142781,北京
武汉英嘉电影空间（方圆荟奥莱NAMOS巨幕店）,42018181,武汉
中影元素影城（汉火店VIP沙发厅）,42018191,武汉
中影紫荆国际影城HeyLED（观音桥远东城店）,50051731,重庆
上影国际蔡家店影院,50090166,重庆
成都中视国际影城【巨幕】（乐福广场店）,51015661,成都
太平洋星光奢享影城（亚洲湾凤凰店）,51015651,成都
星轶影城（杜比全景声&STAR X激光太原店）,14015411,太原
SFC上影联合影城（油车港马厍店）,33039011,嘉兴
坎市保利万和影城,35084931,龙岩
中影远东国际影城,45120161,贺州
横店电影城（霸州海悦广场店）,13066501,廊坊
幸福蓝海国际影城(邯郸万象汇店）,13101021,邯郸
环宇影院（滨江未来城店）,43054601,邵阳
西岗影城,37047291,枣庄
华夏国际影城(美华里吴越水街店）,32039851,无锡
万达影城(高新百联奥特莱斯店）,37011681,济南
银兴国际影城M+店,42018171,武汉
凤凰国际影城（和业广场店）,44006501,广州
襄陵影城,14105401,临汾
寰星影城VLED 北国未来城店,13011581,石家庄
华悦奥斯卡巨幕影城,41166101,周口
SFC上影国际影城（肥城市民中心店）,37097251,泰安
橙天•海润巨幕影城,32093111,淮安
中影万特影城大朗店,44102131,东莞
未知激光影城（帝景店）,50070371,重庆
CGV影城（武昌万象城SCREENX店）,42018211,武汉
沃美影城包河万象汇店（ATMOS巨幕）,34013011,合肥
巴楚县银河影院,65313011,喀什地区
东方红影院,21030421,鞍山
华夏影城（昙华林店）,42018051,武汉
南宁市中影融创国际影城,45011131,南宁
万达影城（六安霍邱万达广场店）,34134101,六安
临港演艺中心,31014202,上海
至潮影城（宝宇时代广场店）,44173901,肇庆
绚丽河影剧院,15076020,呼伦贝尔
灯塔巨幕店（华发又一城）,44026011,珠海
万象影城（北京西北旺万象汇杜比巨幕店）,11082791,北京
幸福蓝海国际影城（温江大学城旭辉店）,51015681,成都
幸福蓝海国际影城(常州万象城店）,32047491,常州
万达影城(资阳梅西店）,51200891,资阳
莉利618影城,31116701,上海
成都新都太平洋影城锦水河地铁站店,51015671,成都
上影国际影城（平潭吾悦店）,35014991,福州
广电影城（原大地影院）,62121501,张掖
缘虹影城激光全躺厅（第五大道店）,23010021,哈尔滨
景县金棕榈激光巨幕影城,13083901,衡水
万佳影城,36117221,上饶
中影悦汇影城(亭江大康惠店),45011141,南宁
金盛国际影城,45011121,南宁
奕星校园影院（师大店）,15012431,呼和浩特
唐克太平洋影城,51210231,阿坝
壤塘县太平洋影院,51210011,阿坝
阿克苏地区影剧院,65290102,阿克苏
百乐门影院（乐业店）,45080161,百色
时代凤凰影城凌云店,45080801,百色
中数国际电影城（磴口店）,15060106,巴彦淖尔
星瑞影城·杜比激光（御珠广场店）,45050901,北海
光耀华纳影城（全沙发长阳店）,11111891,北京
华来影城,21050211,本溪
乡村影城,21050181,本溪
星轶影城（常德吾悦广场店）,43085901,常德
时代凤凰影城,65232401,昌吉
幕语影苑(汽车电影+室内影厅),43010901,长沙
平顺影城,14052921,长治
东软影城,51017011,成都
成影国际影城（驿都汇店）,51019731,成都
万达影城（SM广场PRIME店）,51017601,成都
科视国际影城（宁城店）,15053251,赤峰
CFG重影綦江影院,50220011,重庆
中影新星影城（万科锦程）,50030211,重庆
大地影院（重庆观棠晓月店）,50250071,重庆
保利万和时代广场影城,50400051,重庆
龙州海纳星影城,45140061,崇左
中影明生影城,21020511,大连
广灵县文博数字影院,14023891,大同
布勒山影院,23132322,大兴安岭
U度躺椅影城（奥莱广场店）,37147341,德州
漳县新视界数字影院,62070801,定西
YFC国际影城(塘厦沃尔玛店),44106901,东莞
悦影绘高德影城（恩施崇文店）,42111001,恩施
蓝天影城,21090141,阜新
福州大戏院,35010202,福州
龙南星河国际影城（博美店）,36079911,赣州
中影元坝影城,51088901,广元
剑门关汽车电影院,51150491,广元
烽禾影城（科学城店）,44008501,广州
光华数字影城（苏桥金城商业广场三楼）,45030381,桂林
星空影院（大学城全激光店）,52018401,贵阳
红星国际影院,64041411,固原
依兰时代华纳影城,23012311,哈尔滨
黄金海岸影城躺椅CL全景厅（香坊店）,23010001,哈尔滨
海东环球国际影城,63020091,海东
观澜湖电影公社荣光电影院,46020901,海口
完美世界影城（杭州颐高广场店）,33019671,杭州
合肥万欢影城,34014601,合肥
绥滨县滨江国际影城,23102211,鹤岗
淮安淮阴三树镇东方影城,32094741,淮安
涟水小延安影院,32094701,淮安
通道大地国际影城,43124001,怀化
天鹅湖影院,15101491,呼伦贝尔
根河影剧院,15101021,呼伦贝尔
汤原县橙天影城,23042811,佳木斯
悦城影城（桦南店）,23042222,佳木斯
新奈斯影院（同江店）,23048111,佳木斯
星河影城（峡江店）,36080171,吉安
新视界影城,36080901,吉安
福田天艺影城（富国大厦店）,33091211,金华
后宅天艺影城（后宅综合市场店）,33094611,金华
和顺县唯艺城市数字影院,14243031,晋中
新文化影城（新文化广场店）,14240201,晋中
左权宏远中数国际影城,14242651,晋中
晋中中影极幕影院（米家U店）,14244241,晋中
北镇市众乐电影厅,21070261,锦州
都昌县平中平电影城,36046501,九江
中影时代影城（庐山市铜锣湾店）,36040221,九江
虎林市福金隆影视城,23068111,鸡西
英吉沙县幸福影城,65312311,喀什地区
秀河数字电影院,45130071,来宾
飞越电影院,62017601,兰州
拉萨电影院林聚路店,54016461,拉萨
理工青年影院,51140211,乐山
大地影院（峨眉山万年华地财富广场店）,51140111,乐山
辽化新视觉3D影院,21100402,辽阳
安泽星空影城,14075151,临汾
侯马未来影城,14105301,临汾
邓庄影城,14070011,临汾
康乐新视界影城,62090801,临夏回族自治州
永靖锦绣天河影城,62090401,临夏回族自治州
成县格莱美影城,62051801,陇南
岚州影院,14114201,吕梁
中影和盛国际影城（宜阳店）,41037201,洛阳
大地影院（洛阳名门微生活店）,41034401,洛阳
荣浩绵州影院（马家巷店）,51029631,绵阳
天幕影城（蓝海店）,36015801,南昌
太平洋影城（营山店）,51096661,南充
太平洋影城（东坝店）,51098781,南充
中影国际影城（大光路店）,32014401,南京
万象影城（南京桥北万象汇中国巨幕店）,32019691,南京
橙天嘉禾影城（南宁南城店）,45012501,南宁
海门文化中心影城,32109681,南通
通州湾幸福影城,32109691,南通
南召中影数字影城,41134001,南阳
中影国际影城（开元广场CINITY店）,33041531,宁波
中影星美国际影城（安良店）,41044601,平顶山
鲁山星美国际影城,41042201,平顶山
派拉蒙欢乐影城（平凉店）,62061201,平凉
云海国际影城,52271601,黔南布依族苗族自治州
亨达影城,52232001,黔西南布依族苗族自治州
民族影剧院,44181002,清远
北京华夏4D影城,53031801,曲靖
明溪县3D数字影院,35081501,三明
上影国际影城（长江国际店）,31195001,上海
中影万特影城（场中路）,31196501,上海
众乐影城（碣石镇店）,44201601,汕尾
越众国际影城（前海环球汇店）,21011611,沈阳
华谊兄弟影院（免费停车星摩尔店）,21016201,沈阳
玖伍影城,21011551,沈阳
中影映画MAX巨幕影城（赠送停车3小时）（建筑大学店）,21010791,沈阳
嘉豪巨幕影城,13011141,石家庄
新乐市金地白宫澳源影城（河北美院店）,13011291,石家庄
石家庄新豪影城,13011481,石家庄
金棕榈国际影城（南高店）,13011491,石家庄
石家庄金棕榈欧洲巨幕影城（荣盛广场店）,13011411,石家庄
十堰神文国际影城（柏林店）,42093701,十堰
扶余卓卓影城,22080901,松原
井和影城,22081501,松原
大地影院（随州大润发店）,42150501,随州
耿圩东方影城,32123351,宿迁
幸福蓝海影城（泗洪天岗湖乡店）,32123371,宿迁
嘟唛国际影城,14013531,太原
黄岩星驰国际影城,33065021,台州
亭旁镇赤子影剧院,33065051,台州
玉田沃莱影院（窝洛沽店）,13020011,唐山
中影德鸿国际影城（滦南店）,13057601,唐山
繁荣影城,21120191,铁岭
开原大戏院,21110501,铁岭
五道江影城,22052001,通化
壹方城国际影城,15053271,通辽
心悦绘影城（高密金孚隆店）,37067241,潍坊
大辽影城,46070801,文昌
马站滨海影城,33071191,温州
中影星座影城(风情港店),45020411,柳州
江南时代影城（鱼街MAX巨幕店）,33010061,杭州
成影国际影城（湖滨天地店）,51015691,成都
奥斯卡VIP头等舱影城(谷美大集店),41113301,漯河
新田九州森美影城,43113801,永州
诏安动漫影视城,35061401,漳州
百花影厅,31118601,上海
中影传奇影城（星辉里店）,44010211,深圳
金棕榈国际影城鹿泉店,13011591,石家庄
中影紫荆国际影城4K激光IMAX（北城天街店）,51019521,成都
钟艺影院（钟楼街店）,14015421,太原
中影全激光影城唐山世博广场4K巨幕店,13057801,唐山
时代影城香格里拉LED杜比全景声店,35015001,福州
中国电影资料馆江南分馆,13,苏州
时代国际影城（阳澄湖邻里中心店）,32027011,苏州
世纪环球影城（落霞店）,32039861,无锡
中影CINITY LED影城（融德广场店）,44026021,珠海
上影国际影城（欧亚新生活店）,22115401,长春
国展影城,45061501,玉林
时代凤凰影城（河滨南路店）,52031501,遵义
宁夏嘉亿影城,64011701,银川
城投影院,54240041,那曲
南宫市睿德影城,13095701,邢台
窑湾蓝海影城,32076421,徐州
钻石剧场,14055137,长治
聂荣县数字影院,54240091,那曲
中影东方影城（张庄店）,32076431,徐州
博暄国际影城（舟山白泉店）,33102601,舟山
