影院名称,影院专资,所属城市
阳信中兴电影院,37157061,滨州
中天凤凰影城万山店,52221901,铜仁
重庆华府影城（理工大学店）,50130131,重庆
北京东融国际影城草桥店,11070991,北京
北京华谊兄弟电影汇,11050951,北京
中影星美国际影城龙湖店,41017701,郑州
名扬影城,44138901,佛山
天水新视界天宝影城,62031201,天水
新视影城（玉林鼎城店）,45060231,玉林
曲靖金麟国际影城（摩尔购物中心店）,53032201,曲靖
漯河奥斯卡新天地4K影城,41112101,漯河
靖安佳期影城,36090321,宜春
红星太平洋影城（重庆渝北LUXE巨幕店）,50120201,重庆
星轶IMAX国际影城（青山湖店）,36016001,南昌
风云影城（南理店）,36015901,南昌
开封市中影星光好莱坞国际影城,41022701,开封
欧秀国际影城（襄阳四季城店）,42102701,襄阳
万达影城（IMAX朝阳万达广场店）,21130121,朝阳
开顿IMAX影城（光美老城根店）,61017801,西安
大地影院（杭州金街美地店）,33018311,杭州
电影公园西政店（原金逸珠江西正影城）,50120251,重庆
恩平天悦影城（金沙时代广场店）,44124101,江门
泗县亚非杜比巨幕影城,34090401,宿州
华彩恐龙主题影院,11121001,北京
上饶万达影城（上饶IMAX店）,36114101,上饶
观州数字影院,13070501,沧州
曲靖南片横店电影城,53032301,曲靖
101汽车影院,12110841,天津
太平洋影城（北欧知识城店）,51010221,成都
宁波影都  (天伦店),33047801,宁波
温州大麦影城,33078401,温州
永康九铃国际影城,33095401,金华
蒙自凯旋影城,53251601,红河哈尼族彝族自治州
万冠国际影城,45080151,百色
潇湘阳光影城,64020071,石嘴山
环球国际影城,21080161,营口
SFC上影影城（沭阳店）,32122311,宿迁
博纳国际影城（铜锣湾激光巨幕杜比店）,36016101,南昌
南安MU时光影城,35054641,泉州
昭馀明珠数字影院,14243121,晋中
杭州百美汇影城（LUXE嘉里中心店）,33018251,杭州
宣汉银河影城,51108301,达州
罗源智泉影城,35011301,福州
时代影城,21040251,抚顺
中影国际影城（柯桥冠成商业中心店）,33054201,绍兴
天水97国际影城,62031101,天水
百色金米民族影城,45080121,百色
澄城县电影院,61051801,渭南
苏州耀莱成龙国际影城（金门路店）,32029321,苏州
甘肃兰州太平洋西固影城,62014301,兰州
盘锦东都影城,21110161,盘锦
103电影公园石河子店,65901061,石河子
首星巨幕影城（华美空间店）,35024691,厦门
青龙龙城国际影院,13352001,秦皇岛
苏州中影国际影城（汇邻广场店）,32029331,苏州
CGV影城（茶园店）,50080041,重庆
厦门华谊兄弟电影中心,35024701,厦门
CGV影城（昙华林店）,42019141,武汉
万达影城（唐山爱琴海XLAND店）,13054401,唐山
万达影城（惠济万达广场IMAX店）,41017801,郑州
万达影城（三水万达广场IMAX店）,44139201,佛山
万达影城（湘潭易俗河同丰广场店）,43031301,湘潭
万达影城（鲅鱼圈万达广场IMAX店）,21080171,营口
大地影院（成都华地财富广场店）,51010071,成都
芜湖百线影城（城北店）,34023701,芜湖
大地影院（蓬莱宝龙店）,37057091,烟台
世纪光影国际影城,36074501,赣州
菏泽橙天影城,37147061,菏泽
上海信业时代影城（周浦绿地缤纷广场店）,31128301,上海
无锡横店影城,32039051,无锡
大地影院（莆田隆恒财富广场店）,35044711,莆田
庄影影城（乔司杜比全景声店）,33018321,杭州
宁波横店电影城（海曙恒一店）,33047901,宁波
CGV影城（郑州高新IMAX店）,41017901,郑州
时代华纳影城凤凰城店（原凤凰数字影城）,61041601,咸阳
万达影城（成都欧城广场XLAND店）,51010551,成都
万达影城（柳南万达广场IMAX店）,45020211,柳州
万达影城（银河三路万达广场IMAX店）,34091601,宿州
中影星美国际影城曹妃甸店影院,13054301,唐山
奥斯卡国际影城（杜比全景声&4K激光）,14243151,晋中
星轶IMAX影城（金坛吾悦广场旗舰店）,32045111,常州
睢县奥斯卡影城,41141701,商丘
幸福蓝海国际影城（丹阳八佰伴IMAX店）,32054011,镇江
大地影院（绵阳中元广场店）,51020221,绵阳
信步东来国际影城,53231201,楚雄彝族自治州
龙鑫电影院,50120241,重庆
安福嘉莱国际影城(国光店),36080251,吉安
万达影城（越秀悦汇广场IMAX店）,44139401,佛山
天津横店武清亚平宁广场店,12140851,天津
万达影城（青羊万达广场CINITY店）,51010561,成都
白龙桥天艺影城（万泰奥特莱斯店）,33095501,金华
义乌蓝钻时光影城,33095601,金华
盛天国际影城,32039031,无锡
停高兴影城（江汉路X118店）,42019161,武汉
广华时光印象影城,42121201,潜江
自由人影城（合肥悦方ID MALL店）,34017101,合肥
偃师佑东国际环球影城,41034101,洛阳
万达影城（虎门万达广场IMAX店）,44101081,东莞
金幕影城(瑞安塘下店）,33078501,温州
龙幕杜比全景声巨幕影城（花园店）,33078601,温州
赛岐好莱屋环球国际影城,35034721,宁德
潇湘青春影城南昌奥体天虹店,36016201,南昌
荣成时代凤凰国际影城,37117061,威海
SFC上影国际影城（吴江汾湖店）,32029311,苏州
义亭激光影城,33095701,金华
嘉凯影城（蚌埠中国巨幕店）,34032101,蚌埠
九江海棠影视城,36044401,九江
博纳国际影城长沙佳昇店,43018601,长沙
中环电影城广元百利城店,51150011,广元
UME影城（重庆华岩店）,50070141,重庆
成都耀莱成龙国际影城（总府店）,51013211,成都
CGV影城(亦庄店),11140931,北京
传奇奢华影城崇文门店,11011031,北京
百川国际影城（民治优城店）,44011831,深圳
橙天嘉禾影城（深圳卓悦汇IMAX店）,44011861,深圳
橙天嘉禾影城（深圳中洲店）,44011841,深圳
集鸿发中影国际影城（田寮店）,44011821,深圳
北联影城（沈阳金汇店）,21010891,沈阳
春天国际影城（世纪金源杜比激光巨幕店),35014621,福州
武安市时光国际影城新城国际店,13105601,邯郸
银座影城金山桥店,32073911,徐州
常州百川国际影城·杜比巨幕（星河CoCo City店）,32044711,常州
隆泰影城,23019931,哈尔滨
金逸珠江淮安稠州影城,32092711,淮安
如皋环球影城(大润发店),32106311,南通
温州摩登光影影院,33077901,温州
至潮影城（乐清时代广场店）,33078001,温州
温岭泽国时代电影大世界,33065501,台州
洛阳吉利华夏影城,41034001,洛阳
珠海领汇环球国际影城（斗门店）,44022801,珠海
汕头聚丰国际影城,44032501,汕头
金港湾百尚影城（高州金港湾店）,44161701,茂名
幸福蓝海国际影城(南宁店）,45010521,南宁
中影首郡影城,44084301,惠州
中影美影城（大宁店）,44101011,东莞
星空保利温泉巨幕影城,52013601,贵阳
万达影城（XLAND盘锦万达广场店）,21110141,盘锦
万达影城（简阳旭海广场IMAX店）,51088211,成都
靖宇县矿泉数字影院,22090902,白山
邵东飞翔国际影城,43052001,邵阳
太平洋影城（贡井店）,51040021,自贡
聚幕影城,13092901,邢台
星美影商城（黄山天盈店）,34171901,黄山
珲春现代影城,22032201,延边朝鲜族自治州
安阳横店电影城华强店,41052601,安阳
安康恒口时光影城,61081101,安康
中卫中影巨幕国际影城,64050061,中卫
楚雄横店影城兆顺第一城店,53231101,楚雄彝族自治州
平顶山市万家影城,41042901,平顶山
花垣湘影激光影城,43130901,湘西
青云国际影城,43111901,永州
麻栗坡环球影城,53260901,文山
大地影院--渭南吾悦广场,61051901,渭南
辽源中影新天地巨幕影城,22070201,辽源
金逸珠江影城南川店,50190021,重庆
潇湘国际影城江西萍乡店,36031301,萍乡
悦江新远影城IMAX,33018341,杭州
恒业影城北京IMAX店,11071041,北京
米瑞酷激光影城（密云店）,11171021,北京
新幕激光影城（龙湖虹桥天街店）,31115301,上海
USM宜欣全景声激光巨幕影城（宜欣城旗舰店）,46022001,海口
金逸汉川IMAX影城,42072401,孝感
新鹰天使国际影院,41043101,平顶山
石首四海天橙影都,42032701,荆州
博纳巨幕影院,22051401,通化
嘉凯影城（阳泉中国巨幕店）,14033131,阳泉
大地影院（天津家世界店）,12230861,天津
大地影院（蚌埠银泰城店）,34032201,蚌埠
葫芦岛嘉凯影城,21140131,葫芦岛
嘉凯影城（吉安中国巨幕店）,36080241,吉安
苏宁影城（太白中路店）,37077061,济宁
金逸影城天津大港IMAX店,12090881,天津
万达影城丰台万达广场店,11071081,北京
UME影城（重庆南滨店）,50080121,重庆
万达影城（秀英万达广场IMAX店）,46022101,海口
万达影城（临汾新百汇广场店）,14073221,临汾
中影丽禾国际影城,46031601,三亚
万达影城槐房万达广场店,11071061,北京
观者国际影城奥体店,35014731,福州
攸县星嘉影城,43022201,株洲
万达影城（海口日月广场IMAX店）,46021701,海口
华联影城（悦海新天地激光巨幕）,64010041,银川
大庆万达影城联想科技城店,23052181,大庆
丁丁影城（寿县时代广场店）,34041001,淮南
星轶IMAX影城（安庆吾悦广场旗舰店）,34082401,安庆
大地影院（荆门白云广场店）,42041601,荆门
上海新华永乐国际影城,31031801,上海
星轶IMAX影城（九亭U天地旗舰店）,31164501,上海
高景国际影城（西安纺织城店）,61018001,西安
邳州国际幸福蓝海影城（同盛店）,32074011,徐州
万达影城（惠安禹洲XLAND店）,35054791,泉州
万达影城（乐荟城广场XLAND店）,51020031,绵阳
嘉凯影城（安阳中国巨幕店）,41052801,安阳
菏泽中影智信国际影城,37147071,菏泽
长乐市春天国际影城（十洋店）,35014751,福州
闽清百荣国际影城（全激光厅）,35014741,福州
幸福蓝海国际影城(福州名城IMAX店),35014780,福州
合肥UME影城（CGS中国巨幕合肥高新店）,34017201,合肥
潍坊金沙大地影城,37067131,潍坊
时光影城（宁洱店）,53081001,普洱
时光影城（文化馆店）,53280601,西双版纳
武夷山新时代影院,35090601,南平
万达影城（滨州万达广场IMAX店）,37157071,滨州
华夏天合影城（定海园新城商厦店）,11081071,北京
中影星趴影城海上世界店,44012011,深圳
UME影城（山西太原店）,14013251,太原
中影南方影城（海甸岛西溪里店）,46022201,海口
芜湖横店电影城（星悦广场店）,34023901,芜湖
凯诺星空国际影城（原MZC影城）,33068601,台州
中影环幕国际影城（龙泉店）,33082601,丽水
自由人影城（天津SM滨海城市广场店）,12100871,天津
银川耀莱成龙影城（金凤店）,64010051,银川
横店电影城（横影巨幕S-PLUS红星店）,62100501,武威
星驰未来影城岔河店,32107111,南通
万达影城（清远万达广场IMAX店）,44181601,清远
太平洋影城（金口河店）,51140031,乐山
高安金逸影城,36090391,宜春
大地影院（扬州宝龙店）,32063911,扬州
长春恒大嘉凯影城（御景店）,22114901,长春
大地影院（烟台宝龙店）,37057111,烟台
云南昆明官渡横店电影城,53016601,昆明
幸福蓝海国际影城（泗阳中央店）,32122511,宿迁
大地影院（安庆八佰伴店）,34082501,安庆
嘉凯影城（淮安中国巨幕店）,32092911,淮安
幸福蓝海润和影城（通州润和大厦店）,32106911,南通
沂水新世纪影城（全激光影城）,37087191,临沂
恒大嘉凯影城（阳江中国巨幕店）,44142201,阳江
阳谷九州森美影城,37187121,聊城
泾川星鼎国际影城,62060701,平凉
恒业影城武汉店,42019151,武汉
中影佰纳国际影城（浏阳太悦城店）,43018901,长沙
万达影城（六安万达广场IMAX店）,34132401,六安
如皋上影国际影城,32107611,南通
幸福蓝海国际影城（高铁新城圆融店）,32029341,苏州
神画巨幕影城（龙游人民南路东方广场店）,33118361,衢州
成都星轶影城（龙泉驿吾悦广场店）,51010231,成都
红星电影世界（北京新光界LUXE巨幕店）,11071051,北京
上海UVC影城金山店,31152801,上海
保利万和国际影城（成安店全激光）,13105801,邯郸
鲁信影城罗庄店,37087181,临沂
长沙中影新干线影院五江天街店,43019101,长沙
太平洋影城（广汉欢乐水岸店）,51030081,德阳
太平洋影城（德阳希望城店）,51030061,德阳
禹州奥斯卡OMIS巨幕影城（一峰城市广场店）,41102201,许昌
橙天嘉禾影城（交通枢纽店）,43019201,长沙
中影数字圣谛影城上海惠南店,31128201,上海
龙之梦海之心影城,21010911,沈阳
中影星美影城西华苑店,14013171,太原
九台电影院,22115001,长春
保利国际影城-徐州澳东印象城店,32074111,徐州
郴州博纳国际影城,43102901,郴州
中影星美兰花城店,14063241,晋城
超达影城(鲅鱼圈义乌真实惠店),21080181,营口
荆门博纳国际影城（CGS中国巨幕）,42041501,荆门
嘉乐尼世界影城,14243141,晋中
中影星美国际影城（耳东）世贸天阶店,11051111,北京
新民富源国际影城,21010881,沈阳
沃美影城名泉广场店,37027191,济南
保利国际影城-阳江百利广场店,44142501,阳江
华夏国际影城双巨幕旗舰店,52013801,贵阳
华联影城（赤峰店）,15051761,赤峰
罗马花园卡纳斯影城,41143501,商丘
萤火虫巨幕影院,41133601,南阳
济源时代华纳激光影城,41181501,济源
长葛好莱坞影城,41102301,许昌
青岛月湖影城,37037191,青岛
飞尚国际影城（奥莱之星店）,42019181,武汉
美食林弧形银幕4k高清影城,13105701,邯郸
环球国际影城（大同御河湾激光巨幕店),14023261,大同
华夏晶华影城,31128501,上海
宁波时代雷亚影城,33048001,宁波
长春横店影城同鑫店,22115101,长春
金坛环球国际影城,32044411,常州
卢米埃IMAX影城（深圳汇港杜比全景声激光店）,44012131,深圳
西安鑫苑星空影城（临境音巨幕）,61017901,西安
海口中视国际影城【巨幕】(喜盈门店）,46021801,海口
海口中影国际影城（远大购物中心CINITY LED店）,46022301,海口
温岭星璨环球影城,33068701,台州
卢米埃影城(贵阳小河万科杜比全景声激光店),52013901,贵阳
固始横店电影城,41153101,信阳
嘉凯影城（柳州翡翠龙庭激光中国巨幕店）,45020221,柳州
嘉凯影城（驻马店巨幕店）,41173401,驻马店
长沙星沙畅腾影城,43016201,长沙
大光明丽星影城（奉贤店）,31142801,上海
湟源银河国际影城,63010161,西宁
延安耀莱成龙国际影城（金延安店）,61062201,延安
CGV影城（茂业店）,15021911,包头
CGV影城(卓锦ScreenX店),51015831,成都
CGV影城(友谊阳光城IMAX店),46022701,海口
CGV影城(壹方城IMAX店),44012431,深圳
CGV影城(万象城激光IMAX店),61018801,西安
秀山棚烨影城,50410031,重庆
中影百纳国际影城,44012071,深圳
云幕影城（民乐店）,44012041,深圳
深影华纳影城,44012061,深圳
幸福蓝海国际影城（溧阳上河城IMAX店）,32045011,常州
焦作橙乐乐天影城,41080101,焦作
金逸院线凤凰影城（万福国际广场店）,44181701,清远
廉江中影星美国际影城,44152701,湛江
中山中影阜沙影城,44114901,中山
橙天新尚影城（小金口天天润店）,44084601,惠州
AMF国际影城(欧乐店),65010211,乌鲁木齐
万达影城（中海环宇城店）,43019001,长沙
太平洋影城(达州城南店),51100031,达州
（信丰星河影城）原新华都店,36074601,赣州
邯郸星际国际影城,13105901,邯郸
长沙恒大嘉凯影城（翡翠华庭店）,43019301,长沙
怀集名逸国际影城,44172201,肇庆
美都影城工体店（商场西门进入）,11051091,北京
淮南耀莱成龙影城（朝阳中路店）,34041101,淮南
华鈉国际影城,14073161,临汾
嘉凯影城（宜昌山水城中国巨幕店）,42053301,宜昌
万和巨幕影城（黄梅店）,42063001,黄冈
华影国际影城,42173301,鄂州
本溪观山悦艺境影城,21050111,本溪
云幕影城（溪头店）,44012091,深圳
无锡星空影城（阳光100店）,32039071,无锡
横店电影城（齐齐哈尔龙江店）,23022191,齐齐哈尔
维轻影城（通州奥邦中国巨幕店）,32107011,南通
维轻影城（黄河店）,14083231,运城
遂宁双发影城,51160011,遂宁
南漳银兴影城,42102601,襄阳
中影华臣影城（北京石榴中心店）,11071131,北京
博星影城,44101111,东莞
株洲银熊国际影城,43022101,株洲
万达影城（双流万达广场CINITY店）,51010691,成都
万达影城（蜀都万达广场IMAX店）,51011161,成都
梦空间影城（成都四季城店）,51014331,成都
鞍山恒大嘉凯影城,21030251,鞍山
时代国际影城（安庆宜秀区店）,34082601,安庆
横店电影城（桐城店）,34082701,安庆
松潘太平洋电影院,51210201,阿坝
星聚汇影城（太百店）,65290104,阿克苏地区
嘉星影城歇马店,50090071,重庆
上影国际影城铜梁店,50240031,重庆
太平洋影城(重庆石柱店),50400031,重庆
大地影院重庆皇庭珠宝城店,50070151,重庆
太平洋影城重庆半岛逸景店,50040071,重庆
UME影城（重庆璧山店）,50270041,重庆
越界影城云阳店,50350021,重庆
SOE太平洋影城（龙泉东方华大广场店）,51010701,成都
C+影城莱蒙店,51010351,成都
太平洋影城（世纪百合店）,51010251,成都
星美影商城（成都上风港店）,51010271,成都
UME影城（成都大邑店）,51010331,成都
太平洋影城（大邑店）,51010261,成都
成都海滨城激光4DMX影院,51010311,成都
太平洋激光影城（鼎盛店）,51010341,成都
UME影城（成都郫都店）,51010241,成都
横店电影城（郫县店）,51011091,成都
溧阳竹箦影城,32045211,常州
潇湘畅腾影城,43019401,长沙
宁乡佰潮汇影城,43015801,长沙
星鑫国际影城（粤港城店）,43016301,长沙
中汇世纪影城,43103201,郴州
郴州庄影激光巨幕影城,43103501,郴州
永兴中盛视际影院,43103401,郴州
汝城中影星汇影城,43103301,郴州
中影众视影城（青县店）,13073001,沧州
众视影城（东光店）,13073301,沧州
献县泰昌国际影城,13073101,沧州
横店电影城（黄骅店）,13073502,沧州
长钢嘉禾影视城（原中影嘉禾）,14052451,长治
SOHO天空影城,14053341,长治
武乡影城,14052501,长治
华昊影城（新安店）,43083601,常德
芒果国际影城常德国龙店,43083901,常德
信步3D国际影城（禄丰店）,53230301,楚雄彝族自治州
南华县龙川镇源泰影城,53230801,楚雄
银河欢乐影城杜比全景声激光巨幕（华洋广场店）,65230131,昌吉回族自治州
巢湖中影火星湖影城,34017401,合肥
保利国际影城（北京天安门CINITY店）,11021141,北京
环球国际影城（怀柔店）,11151011,北京
奥兰环球影城（望京店）,11050971,北京
北京英豪影城（京粮广场店）,11061121,北京
乐糖影城(北京房山店),11111101,北京
唐县天戈影城,13025901,保定
定兴县大钟寺国际影城,13024901,保定
顺平县飞悦影城,13025801,保定
徐水县文广影剧院,13021201,保定
雄县温泉湖国际影城,13022101,保定
晶影国际影城岐山店,61032101,宝鸡
金帝国际影城,34031801,蚌埠
华美电影城,37151801,滨州
南江光雾山影城,51118301,巴中
中影电影-巴中凯悦电影城,51110021,巴中
腾冲天成国际影城,53051301,保山
纳雍星空影城,52241001,毕节
天空之城影城,52241401,毕节
大安市电影院,22060301,白城
奥际影城4D巨幕（维多利广场店）,15061791,巴彦淖尔
巴彦淖尔影剧院4-6号厅,15061841,巴彦淖尔
阳光国际电影城,15060102,巴彦淖尔
大地影院（白银观澜商业街店）,62020901,白银
白银横店电影城,62021001,白银
利川中影国际影城（龙船天街 CINITY店）,42112601,恩施土家族苗族自治州
东莞盛达影城寮步店,44101161,东莞
中影南方国际影城财富店,44101071,东莞
中影未来国际影城,44101171,东莞
越界思哲影城（黄江店）,44101241,东莞
东莞魅影星晖时尚影城,44101151,东莞
东莞市工人电影院,44101191,东莞
嘉莱巨幕影城(塘厦店),44101121,东莞
九州森美国际影城厚街店,44101211,东莞
中影南方国际影城（地王广场店）,44101091,东莞
天逸国际巨幕影城,44101051,东莞
星烨国际影城（东城巨幕店）,44101181,东莞
粤通国际影院（花园店）,44101141,东莞
创达星乐影城,21020611,大连
中影瑞沃影城（赠3小时免费停车）,21020661,大连
大连中影星美国际影城（软件园店）,21020681,大连
大同左云华纳影院,14023001,大同
灵丘电影院,14020401,大同
幸福蓝海巴人影城,51109981,达州
德宏瑞丽正佳国际影城,53310401,德宏傣族景颇族自治州
芒市4D影城,53310102,德宏傣族景颇族自治州
中影恒力数字影城,62071001,定西
增城1978影院,44001531,广州
广州百老汇影城（LUXE凯德店）,44001581,广州
江高巨幕国际影城,44001571,广州
粤骏电影城广州店,44001521,广州
期遇·UUE影城（易发街金口岸店）,44001551,广州
中影南方韦邦国际影城,44001591,广州
万达影城（万胜围IMAX店）,44001541,广州
新天地影城南岸路店,44001511,广州
龙南中影星河影城财富广场店,36073001,赣州
南康中影嘉莱巨幕国际影城（国光店）,36074901,赣州
定南华夏影城,36074701,赣州
韬略国际影城,36074801,赣州
嘉莱国际影城文清路店（原冷杉影城）,36074401,赣州
嘉凯影城（桂林北站店）,45030481,桂林
华夏枫林影城,45030491,桂林
晴瑞巨幕影城（天和百货店）,45030471,桂林
夏河太平洋影城,62080201,甘南藏族自治州
邻水县东方花都影城,51120191,广安
华士达影城（邻水店）,51120181,广安
中影星美国际影城武胜融恒店,51129991,广安
YES梦想影城,44139901,佛山
朵森影城（里水沙涌店）,44139801,佛山
中影华纳国际影城（永润店）,44131051,佛山
平安点播影院,44131041,佛山
乐希国际影院（华普新翼店）,44139501,佛山
荷里活轻奢沙发影城（原100）,44131011,佛山
中影国际影城网咖（勒流店）,44131021,佛山
中影巨幕影城（龙江碧桂园店）,44138401,佛山
中影星美国际影城（顺德乐从店）,44139701,佛山
中影南方VIP沙发影城（华强广场店）,44131061,佛山
中影星美国际影城（张槎4DX店）,44139101,佛山
罗源东方国际影城,35014901,福州
春天国际影城福州大学店,35014681,福州
CC影城长乐永荣LUXE店,35014871,福州
中影星汇电影城（东百元洪店）,35014950,福州
广昌县滨江国际影城,36100241,抚州
太和龙泽临境音巨幕影城（晶宫奥特莱斯店）,34101901,阜阳
丽丰影院（艾米1895电影街）,34101801,阜阳
上海时代国际影城,34102101,阜阳
东方巨幕IMAX影城（东方恒隆购物中心店）,34102001,阜阳
明江新城影院（上思县店）,45090401,防城港
太平洋影城（下沙中国巨幕店）,33018411,杭州
浙影时代影城·新农都店,33018371,杭州
德信影城（西溪诚品巨幕店）,33018421,杭州
万达影城（D32店）,33018381,杭州
哈尔滨金爵万象国际影城,23012111,哈尔滨
肥东帕加尼影城,34017601,合肥
合肥耀莱成龙影城（加侨店）,34017501,合肥
淮安市环球之星激光影城（涟水店）,32093411,淮安
帕加尼激光巨幕影城（涟水店）,32093211,淮安
兰亚电影城（和林维多利店）,15011346,呼和浩特
内蒙古酷影影城,15011821,呼和浩特
中影佳都国际影城（京华城店）,46022401,海口
耀莱成龙国际影城（海口居然之家店）,46021901,海口
银河欢乐影城（澄迈店）,46060301,澄迈
昌江兴业影城,46190101,昌江黎族自治县
博纳国际影城海口星橙店,46022501,海口
南浔上影影城,33023501,湖州
德清博世橙天影城,33023401,湖州
银河欢乐影城（杜比全景声店）,33023701,湖州
安吉美伦影城,33023601,湖州
飞马国际影城,13105501,邯郸
成安县嘉美国际影城（激光巨幕）,13106201,邯郸
花园影城,44084901,惠州
万达影城（陈江天益城XLAND店）,44084801,惠州
Free国际影城（丽日银座店）,44085001,惠州
凤台青春影院（金汇广场）,34040801,淮南
维轻影城（饕街店）,34041301,淮南
平安国际影城（瑞泰广场店）,13083301,衡水
华影国际影城（河东店）,13083201,衡水
中影乐丰影城东明店,37147081,菏泽
郓城恒佳影城,37147091,菏泽
格尔木领航国际电影城,63050021,海西蒙古族藏族自治州
海西昆仑影视城（原横店影视城）,63050031,海西蒙古族藏族自治州
文化活动中心影院,63050202,海西蒙古族藏族自治州
宏桥星球国际影咖,65220121,哈密
九州影城,23110501,黑河
华录国际影城黑河店,23112131,黑河
双福影城黑河店（全激光VIP）,23110101,黑河
万悦影城,44091601,河源
大地影院淮北东方汇店,34120801,淮北
淮北国购影城,34120701,淮北
镇巴县四通国际影城,61071301,汉中
淇县奥斯卡影城,41061801,鹤壁
大地影院（鹤壁印象新城店）,41061701,鹤壁
鹤壁裕隆横店影城,41061601,鹤壁
东方壹号影城,63020041,海东
奥斯卡头等舱影城（杞县店）,41022401,开封
大地国际激光影城（杞县店）,41022801,开封
美美影城,65020121,克拉玛依
济南新世纪电影城黄金99店,37027211,济南
监利艺都影院,42033101,荆州
横店电影城（松滋店）,42033301,荆州
天河特色主题影城,42033001,荆州
蛟河市蓝湾国际影城,22022801,吉林
文体中心影城（舒兰店）,22020903,吉林
星光乐帆影城（北苑商贸区店）,33096201,金华
义乌蓝宇影城,33095801,金华
义乌影都上溪影城,33096001,金华
横店电影城（武义店）,33096301,金华
海宁长安横店电影城,33034801,嘉兴
嘉兴洪合横店电影城,33034701,嘉兴
梁山上影国际影城,37077071,济宁
中影乐丰影城邹城店,37077081,济宁
汶上维菲斯中都影城,37077091,济宁
北联影城（桦南世纪店）,23042171,佳木斯
横店电影城（锦州黑山店）,21070141,锦州
遂川县百线影城,36080191,吉安
吉水大地影城,36080261,吉安
永新星河国际影城,36080181,吉安
浙影时代影城·吉安万象广场店,36080271,吉安
东粮国际影城,23068211,鸡西
兴亚国际影城,23060801,鸡西
万达影城（鸡西万达广场IMAX店）,23069951,鸡西
嘉善中影星美国际影城（万联城店）,33034901,嘉兴
悦海奥斯卡影城（大学城万科店）,14243271,晋中
星映国际影城（平遥店）,14243311,晋中
茂名维也纳影城,44162101,茂名
中影南方影城高州店,44162001,茂名
化州市金博河宏达影城,44162401,茂名
化影DMAX影城,44162201,茂名
金逸世纪影城,44162301,茂名
中影南方国际影城（清源湾店）,44161901,茂名
中影中数国际影城,23030010,牡丹江
马鞍山横店影城(伟星时代广场店),34052101,马鞍山
丰顺丹尼国际影城,44062501,梅州
梅州中影星悦影城,44061901,梅州
中影国际影城梅州万象汇店,44062601,梅州
CC影城（五华奥园店）,44062801,梅州
CC影城（蕉岭店）,44062701,梅州
星美影商城(眉山追梦城店),51130011,眉山
柳城恒龙国际影城,45020231,柳州
万达影城（连云港万达广场IMAX店）,32111911,连云港
百安影城,62014401,兰州
蒙阴齐纳国际影城 （全激光影城）,37087231,临沂
鲁信影城临沂家家悦店,37087221,临沂
中影乐尚主题影城（北园路店）,37087211,临沂
西藏华美巨幕影城,54010001,拉萨
金寨众诚金逸影城（金润广场店）,34132301,六安
红叶影城（城北店）,34132501,六安
龙泉雷亚影城,33082901,丽水
沃伦国际影城(松阳店),33082801,丽水
MT梦电影,33082701,丽水
银河欢乐影城（4K激光犍为旗舰店）,51140051,乐山
橙天威丽斯激光影城（月色广场店）,13063601,廊坊
曲沃县保利万和影院,14073441,临汾
吉县数字电影厅,14072891,临汾
徽县昕欣数字影院,62050901,陇南
雷州茂德公金逸影城,44152801,湛江
新视界星河影城（和政店）,62090201,临夏
永靖县天籁时代影院,62091001,临夏
永靖新视界福门影院,62090901,临夏回族自治州
新视界影城积石山店,62090601,临夏
万达影城（台商万达广场IMAX店）,35064801,漳州
维多利影城（大世界店）,51070041,泸州
华影国际影院,14113191,吕梁
当代影城交城店,14113351,吕梁
会理星美影城,51180201,凉山
奥斯卡时代激光影城（昌建广场店）,41112301,漯河
舞阳新大新激光影城,41112201,漯河
娄底星空影院,43092101,娄底
涟源万高影城,43092001,娄底
南京中传影城新浦路店,32019021,南京
幸福蓝海国际影城（麒麟门店）,32019031,南京
DFC影城（幸福蓝海加盟影城）,32019071,南京
溧水时代国际影城（尚溧城店）,32019041,南京
横县电影院,45012101,南宁
奥斯卡影院（南宁店）,45010531,南宁
东漫影城（太平洋广场店）,33048401,宁波
慈溪大马力影城,33048201,宁波
宁波大光明主题影城,33048301,宁波
红星电影世界镇海爱琴海店,33041251,宁波
南阳比高电影院（迎宾店）,41133801,南阳
幸福蓝海邦豪影城（全景声激光影城）,32107811,南通
紫东世纪影城（全景声巨幕影院）,32108111,南通
UME影城（海门高新店）,32107211,南通
如皋米高4K国际影城（安定广场店）,32107711,南通
如皋新世界国际影城,32107411,南通
栟茶影城,32107311,南通
海安星驰未来影城,32108011,南通
横店影城（南充青年城店）,51090281,南充
大地影院南充盛世天城店,51090071,南充
太平洋影城（西充城北鹭岛店）,51090061,南充
太平洋院线马鞍影城,51090081,南充
星美影商城（南充王府井店）,51090091,南充
寿宁星瑞4K影城,35034611,宁德
浦城县春天影城,35094971,南平
方华大地影院（青岛人民路商业广场店）,37037211,青岛
青岛泽艺影城,37037131,青岛
青岛西海岸影城（王台店）,37037201,青岛
银河欢乐影城（黄岛中国巨幕店）,37037231,青岛
春天国际影城泉港永嘉店,35054991,泉州
春天国际影城（万商汇激光巨幕店),35054981,泉州
深沪UU国际影城,35054831,泉州
师宗华夏3D影城,53031401,曲靖
师宗凯莱影城,53032001,曲靖
宣威影城4D厅,53032501,曲靖
帝泰七彩影城,23022911,齐齐哈尔
新港首映影城,52270301,黔南
盛世国际影城,52231001,黔西南布依族苗族自治州
